"param_index","mean_tau_avg","mean_tau_sd","overall_sd_tau","lower_ci_avg","upper_ci_avg","heterogeneity","linearity","sample_size"
"1149",0.55455195598525,0.222771143625715,1.54426703949287,-0.583207283041684,3.39655857536401,TRUE,TRUE,250
"115",0.531871739373563,0.228306870772996,1.51997825889731,-0.624540977416615,3.31328476643628,TRUE,TRUE,250
"1150",0.559018753309323,0.223600487012858,1.54123782724938,-0.568758472961427,3.40137155134091,TRUE,TRUE,250
"1151",0.548883411404991,0.225155498003722,1.52777069179103,-0.5840850728394,3.36542492587049,TRUE,TRUE,250
"1152",0.547381439959335,0.22229444304813,1.53802267597395,-0.564997190775396,3.38715178453994,TRUE,TRUE,250
"1153",0.546234819063063,0.224452003433746,1.5391062411545,-0.569496948139052,3.38422668729608,TRUE,TRUE,250
"1154",0.553576657062948,0.224095683992471,1.54714939957927,-0.561628570790123,3.41259844096126,TRUE,TRUE,250
"1155",0.558055512913489,0.23038217998062,1.54783438083653,-0.570301585214119,3.41301980644943,TRUE,TRUE,250
"1156",0.561710756457761,0.237297242377368,1.54857111306006,-0.560069815008343,3.4261991811558,TRUE,TRUE,250
"1157",0.54726745269284,0.231715065436429,1.54477941552869,-0.558107357867789,3.40351866830881,TRUE,TRUE,250
"1158",0.549464816769802,0.231636755800733,1.54299650686477,-0.548572087847534,3.40481916981953,TRUE,TRUE,250
"1159",0.541864839272557,0.243021867401014,1.53082096257891,-0.523898139135523,3.37968871537612,TRUE,TRUE,250
"116",0.53869434046536,0.235262081165598,1.51195730796274,-0.605154399448162,3.31170107699929,TRUE,TRUE,250
"1160",0.532303262578753,0.235155356263354,1.53263982602823,-0.532734129219022,3.37226544523549,TRUE,TRUE,250
"1161",0.541161484931544,0.240582481250549,1.52318365080216,-0.524012258565301,3.35782193503115,TRUE,TRUE,250
"1162",0.539046203272448,0.246264502447512,1.53021564873079,-0.561780248908712,3.36400883931308,TRUE,TRUE,250
"1163",0.530897316678038,0.234212536884162,1.53182642378462,-0.562563045992744,3.36060605495091,TRUE,TRUE,250
"1164",0.532595215189364,0.240563570470952,1.53982016406641,-0.564363404048732,3.37914162552057,TRUE,TRUE,250
"1165",0.533387366885858,0.231592358602628,1.53823647730814,-0.567134156824016,3.37577755388779,TRUE,TRUE,250
"1166",0.536135812404065,0.228525917005597,1.54151091149109,-0.571534082029856,3.38374717754387,TRUE,TRUE,250
"1167",0.537554542725105,0.220616168007419,1.53006806260059,-0.569398453571658,3.3660897331234,TRUE,TRUE,250
"1168",0.528309232280971,0.228363762527016,1.53248699175738,-0.592267066233339,3.35424170082725,TRUE,TRUE,250
"1169",0.525102417522068,0.233980899102615,1.54274108564473,-0.588018437446148,3.36735793773161,TRUE,TRUE,250
"117",0.549082920104127,0.229943543392291,1.51215483929386,-0.565683211950142,3.33221939796115,TRUE,TRUE,250
"1170",0.528128109717493,0.226999994065304,1.54746539253812,-0.595264295358073,3.38278339109989,TRUE,TRUE,250
"1171",0.527768931646406,0.222824330446822,1.54951097788892,-0.613134199096916,3.38662080259852,TRUE,TRUE,250
"1172",0.51870511738145,0.225535743425642,1.56401250795066,-0.641077631066073,3.40085544048956,TRUE,TRUE,250
"1173",0.517049751984864,0.238426585226466,1.57023369019299,-0.654812362846755,3.41019168340161,TRUE,TRUE,250
"1174",0.529931604172964,0.25717507985647,1.56250417650917,-0.625277458458585,3.40887109524282,TRUE,TRUE,250
"1175",0.520961613685117,0.261067218574063,1.56642812392968,-0.653732764681606,3.39850663854953,TRUE,TRUE,250
"1176",0.510249281326502,0.264155898156433,1.56524344043334,-0.694321432949359,3.37490736957371,TRUE,TRUE,250
"1177",0.512774162960344,0.25772513404617,1.56903173404898,-0.680026545758689,3.39267062364111,TRUE,TRUE,250
"1178",0.514007279962721,0.248582189253768,1.57055152424353,-0.661588274492394,3.40208805324147,TRUE,TRUE,250
"1179",0.526989494771022,0.250952926287984,1.54876648154489,-0.632263585892129,3.3700902892128,TRUE,TRUE,250
"118",0.536968203169618,0.220874535182721,1.51332876884933,-0.591671456307086,3.32596954247701,TRUE,TRUE,250
"1180",0.515267182216912,0.246096202285964,1.54426472764174,-0.624169293180303,3.34927074908051,TRUE,TRUE,250
"1181",0.512622397677638,0.241717827211655,1.53891976305877,-0.639697423976264,3.33874651578168,TRUE,TRUE,250
"1182",0.515093642524841,0.241309607250105,1.53145151953821,-0.645179109830826,3.3254903857957,TRUE,TRUE,250
"1183",0.507924819627673,0.240039373857396,1.53711723856745,-0.639100076743105,3.33133945167948,TRUE,TRUE,250
"1184",0.498119972491465,0.241117656086014,1.53567877623743,-0.662085354675218,3.31455498007575,TRUE,TRUE,250
"1185",0.487647163933333,0.245964346237205,1.54052068624924,-0.673072528864184,3.3139926361558,TRUE,TRUE,250
"1186",0.489476012497611,0.243541759210591,1.55416562297245,-0.711548870997433,3.33224988242093,TRUE,TRUE,250
"1187",0.493043911933846,0.242513545064661,1.55512484204847,-0.716275103364099,3.33631300400667,TRUE,TRUE,250
"1188",0.490642947028844,0.25125296078056,1.54690759214453,-0.706051706912154,3.32011616293157,TRUE,TRUE,250
"1189",0.500778154392839,0.245805288473565,1.54853672502832,-0.713316796068915,3.33048791130567,TRUE,TRUE,250
"119",0.539198005210937,0.219028131850866,1.51564329112138,-0.578273740752694,3.33345357823394,TRUE,TRUE,250
"1190",0.50306124160808,0.245142250379793,1.55944285569637,-0.712621084743849,3.35391672639983,TRUE,TRUE,250
"1191",0.503509803223667,0.252068136270978,1.56126901957532,-0.702403534208312,3.3546038594524,TRUE,TRUE,250
"1192",0.514895742862165,0.259255571858299,1.57012087532508,-0.686745215232959,3.37619611587225,TRUE,TRUE,250
"1193",0.512593642790857,0.260097526908856,1.55671830771514,-0.678092474916094,3.34721405461125,TRUE,TRUE,250
"1194",0.508649980531899,0.256120275093252,1.55537978551075,-0.679773310889478,3.34733221597656,TRUE,TRUE,250
"1195",0.506507403421864,0.256474243190433,1.55410922598204,-0.669604586928899,3.34394304948336,TRUE,TRUE,250
"1196",0.524496633063486,0.260437925602179,1.55263097687408,-0.643365535407938,3.36022300291024,TRUE,TRUE,250
"1197",0.528926498678655,0.255586462496794,1.5415791174052,-0.612329964916831,3.35602906980646,TRUE,TRUE,250
"1198",0.537011708947299,0.253139439719862,1.53838203270764,-0.612615659454275,3.36040201268739,TRUE,TRUE,250
"1199",0.541234967166746,0.245976554237123,1.54013186305352,-0.615725095386927,3.37323976687735,TRUE,TRUE,250
"12",0.488346671380212,0.256117508785543,1.53483695360806,-0.727195095523273,3.28585608108023,TRUE,TRUE,250
"120",0.531949145818493,0.21869982988843,1.50905074179614,-0.563067611980497,3.31389432527433,TRUE,TRUE,250
"1200",0.54077881148276,0.245170122672536,1.54797400743871,-0.60352455236531,3.39180475166234,TRUE,TRUE,250
"1201",0.54247706625839,0.247724814387882,1.54841516749409,-0.574380405599869,3.40139316740525,TRUE,TRUE,250
"1202",0.545986004292915,0.241653480748179,1.54253621723581,-0.552521661742537,3.3984703002529,TRUE,TRUE,250
"1203",0.545406994031885,0.239419452422832,1.54242248998658,-0.571823801086008,3.39756645187929,TRUE,TRUE,250
"1204",0.550279468069127,0.237891350877157,1.5362811355738,-0.54562484684305,3.39271726133721,TRUE,TRUE,250
"1205",0.548142120687305,0.223379291740141,1.54034667687645,-0.514757465357827,3.40074495264509,TRUE,TRUE,250
"1206",0.544892658856268,0.217955299383736,1.53648577567562,-0.539034411587715,3.38263628877988,TRUE,TRUE,250
"1207",0.557955126353286,0.218881881121542,1.53490713595228,-0.555566236533623,3.38510220297787,TRUE,TRUE,250
"1208",0.561232573686546,0.225827762667226,1.52297466865795,-0.560241197788093,3.36709855486388,TRUE,TRUE,250
"1209",0.557231469095873,0.225953537456392,1.51928944278153,-0.571061864918283,3.35459865561222,TRUE,TRUE,250
"121",0.53106590354334,0.220272770727408,1.49714435283405,-0.573316422563917,3.28488682763924,TRUE,TRUE,250
"1210",0.565644926303575,0.223612847547206,1.52516852476663,-0.5343252428583,3.38593758479906,TRUE,TRUE,250
"1211",0.570892156538781,0.231097742254609,1.52268052225414,-0.546963974159198,3.38360030028625,TRUE,TRUE,250
"1212",0.563308055358494,0.233622958222003,1.52092409837712,-0.524198814528441,3.37318933915541,TRUE,TRUE,250
"1213",0.556549943514114,0.223659043334584,1.51699455638459,-0.534623951787091,3.35999087730418,TRUE,TRUE,250
"1214",0.555508619730467,0.232464210583624,1.50947451221093,-0.533516781185068,3.34247721373283,TRUE,TRUE,250
