"param_name","mean_beta_int_avg","mean_beta_int_sd","overall_sd_beta_int","lower_ci_avg","upper_ci_avg","heterogeneity","linearity","sample_size"
"beta_int_24",0.0158998833353029,0.0387795110115728,0.167020986865459,-0.290059699638819,0.336455151212223,FALSE,FALSE,500
"beta_int_25",0.0110501126192711,0.0368237922707394,0.161724023510521,-0.288810491820002,0.324677796040123,FALSE,FALSE,500
"beta_int_26",0.0159596257378623,0.0391992280245104,0.167088162316533,-0.285076429019017,0.320150110298297,FALSE,FALSE,500
"beta_int_27",0.0124788457160482,0.03359591991382,0.162787759270186,-0.284893030182008,0.316181683289535,FALSE,FALSE,500
"beta_int_28",0.0170101267504548,0.0397478628490277,0.165097704502269,-0.273284160000056,0.328833687060431,FALSE,FALSE,500
"beta_int_3",0.0110417176709404,0.0393778650815367,0.180194238744556,-0.307222679096295,0.373870421137008,FALSE,FALSE,500
"beta_int_4",0.0153713275536545,0.0544280192703659,0.194597504642084,-0.319877997863676,0.401854939053258,FALSE,FALSE,500
"beta_int_5",0.00846795516802912,0.0427368439373674,0.189442068394899,-0.324292821857933,0.365607193042469,FALSE,FALSE,500
"beta_int_6",0.0082226234609286,0.0761374820630982,0.202878335555678,-0.346456889750287,0.389266339666804,FALSE,FALSE,500
"beta_int_7",-0.00473807810663947,0.0526793707206544,0.214041122808907,-0.435752262579469,0.312011897456641,FALSE,FALSE,500
"beta_int_8",0.00766015825339891,0.0393351544322811,0.184477475736374,-0.34027617748861,0.355384923550119,FALSE,FALSE,500
"beta_int_9",0.00331596323990051,0.0387290650613546,0.180395515499976,-0.321025997335523,0.328025413560512,FALSE,FALSE,500
NA,0.00864318532077023,0.0359376914154189,0.158624818626166,-0.280850020131085,0.306300455147719,FALSE,FALSE,500
